date,review,exact_date,translated_review
9 months ago,It's really very nice place. Goverdhan Eco Village gives unforgettable experience. I go Many times but everytime some new experience comes. The surrounding are very good and it's really enchanting always,2023-08-22,It's really very nice place. Goverdhan Eco Village gives unforgettable experience. I go Many times but everytime some new experience comes. The surrounding are very good and it's really enchanting always
6 months ago,This place is about 32-35 Km from Palghar railway station. This place is known as Mini Vrindavan. You must visit this place.,2023-11-20,This place is about 32-35 Km from Palghar railway station. This place is known as Mini Vrindavan. You must visit this place.
3 years ago,Can't described with words. Must visit once in life.,2021-05-19,Can't described with words. Must visit once in life.
11 months ago,"The Govardhan Eco Village, is a truly peaceful and enchanting place. From the moment you arrive, you can feel the calming presence of Lord Krishna all around you. The small statues of Krishna scattered throughout the village only serve to …",2023-06-23,"The Govardhan Eco Village, is a truly peaceful and enchanting place. From the moment you arrive, you can feel the calming presence of Lord Krishna all around you. The small statues of Krishna scattered throughout the village only serve to …"
a year ago,This place is heaven on earth... Absolutely holistic living just the way their website says.Beautifully curated spaces and even more amazingly laid out activities. The …,2023-05-19,This place is heaven on earth... Absolutely holistic living just the way their website says.Beautifully curated spaces and even more amazingly laid out activities. The …
8 months ago,"Great place to visit, good for family, very calm and quiet place, good time to visit is in winter season, you can enjoy all the activities, you would love if you are nature lover. …",2023-09-21,"Great place to visit, good for family, very calm and quiet place, good time to visit is in winter season, you can enjoy all the activities, you would love if you are nature lover. …"
11 months ago,Nice place for Krishna jis devotees,2023-06-23,Nice place for Krishna jis devotees
11 months ago,Wonderful place to visit... Lovely presentation and gesture.. lot of aarti and Bhajan Sandhya held.. lovely prasadam. Stay facility also available. Must visit place near Mumbai.. with family and friends... Jai shree krishna...,2023-06-23,Wonderful place to visit... Lovely presentation and gesture.. lot of aarti and Bhajan Sandhya held.. lovely prasadam. Stay facility also available. Must visit place near Mumbai.. with family and friends... Jai shree krishna...
10 months ago,"Created by ISKON, Ecovillage is located around 1hr 30min drive from Mumbai among forest land. I was pleasantly surprised to see such a well managed religious resort in the middle of nowhere. There are replicas of Govardhan and Vrindavan …",2023-07-23,"Created by ISKON, Ecovillage is located around 1hr 30min drive from Mumbai among forest land. I was pleasantly surprised to see such a well managed religious resort in the middle of nowhere. There are replicas of Govardhan and Vrindavan …"
a year ago,Nice spiritual experience. …,2023-05-19,Nice spiritual experience. …
a year ago,Soooo Beautiful place. So nice place. I just Love this place. Staff's are soooo polite...,2023-05-19,Soooo Beautiful place. So nice place. I just Love this place. Staff's are soooo polite...
a year ago,Good place for peace of mind. Easy to find if you follow google map. Always better if you do pre-bookings either online or on calls. One should enjoy the spirituality with nature around. Well organized place as visitor. …,2023-05-19,Good place for peace of mind. Easy to find if you follow google map. Always better if you do pre-bookings either online or on calls. One should enjoy the spirituality with nature around. Well organized place as visitor. …
11 months ago,Place is just heavenly with peace  I will recommend that once you should visit people are so polite there ..if you're visiting there stay for 2 days then only you can explore places and see Mangal aarti .. best part is there khichadi....Hari Krishna..🙏 …,2023-06-23,Place is just heavenly with peace  I will recommend that once you should visit people are so polite there ..if you're visiting there stay for 2 days then only you can explore places and see Mangal aarti .. best part is there khichadi....Hari Krishna..🙏 …
9 months ago,"Peaceful place. And the saints, they will relax your mind with their knowledge and sound of Hare Krishna.(Still, many places are under construction). …",2023-08-22,"Peaceful place. And the saints, they will relax your mind with their knowledge and sound of Hare Krishna.(Still, many places are under construction). …"
a year ago,"I have visited this place twice. Both the trips have been a memorable getaway from the Mumbai City. The advantage is this place is very close to the city, ideal for weekends. I have stayed in a tent and room as well. Both were good. The …",2023-05-19,"I have visited this place twice. Both the trips have been a memorable getaway from the Mumbai City. The advantage is this place is very close to the city, ideal for weekends. I have stayed in a tent and room as well. Both were good. The …"
3 months ago,One word beautiful,2024-02-18,One word beautiful
a year ago,It's peaceful and relaxing place. …,2023-05-19,It's peaceful and relaxing place. …
5 years ago,Great place for a weekend getaway.. beautiful natural settings,2019-05-20,Great place for a weekend getaway.. beautiful natural settings
a year ago,"If you need Peace & Meditation, Avoid to go on Holiday's. You'll get Huge Rush on Holiday's!!  Parking is available also you have to book online ticket for Inside Tour which is free, after reaching you can book that ticket. Nice Place😌 …",2023-05-19,"If you need Peace & Meditation, Avoid to go on Holiday's. You'll get Huge Rush on Holiday's!!  Parking is available also you have to book online ticket for Inside Tour which is free, after reaching you can book that ticket. Nice Place😌 …"
a year ago,It is a very good place. It looks like Vrundavan. …,2023-05-19,It is a very good place. It looks like Vrundavan. …
6 months ago,Peaceful place ☺️,2023-11-20,Peaceful place ☺️
5 years ago,This place so beautiful spiritual and as it's name eco friendly .,2019-05-20,This place so beautiful spiritual and as it's name eco friendly .
a year ago,Resort experience within budget. Absolute serenity & Peace. Good food & spiritual pleasures,2023-05-19,Resort experience within budget. Absolute serenity & Peace. Good food & spiritual pleasures
9 months ago,"Quiet scenic place to relax and feel good, to be away from City.Not too far from Bhiwandi or Kalyan.Maintain decorum of the place. Dress appropriately as it's a matter of belief. …",2023-08-22,"Quiet scenic place to relax and feel good, to be away from City.Not too far from Bhiwandi or Kalyan.Maintain decorum of the place. Dress appropriately as it's a matter of belief. …"
2 years ago,So beautiful and nice lokishenGaltare village and tempal,2022-05-19,So beautiful and nice lokishenGaltare village and tempal
